ID,Sex,Twin,BirthYear,Survival,Lifespan,MotherID,FatherID,MumAge,DadAge,MumAgeClass,DadAgeClass,MumLifespan,DadLifespan
2389,Female,0,2007,0,0,588,431,3,3,AdultMum,AdultDad,8,10
2390,Female,0,2007,1,8,633,440,3,3,AdultMum,AdultDad,6,8
2391,Female,1,2007,0,0,641,481,3,4,AdultMum,AdultDad,11,7
2392,Male,1,2007,0,0,641,385,3,4,AdultMum,AdultDad,11,7
2393,Female,0,2007,0,0,510,542,6,4,AdultMum,AdultDad,9,7
2394,Male,0,2007,0,0,675,440,1,3,AdultMum,AdultDad,6,8
2395,Male,1,2007,0,0,514,429,6,3,AdultMum,AdultDad,11,5
2396,Female,1,2007,0,0,514,429,6,3,AdultMum,AdultDad,11,5
2397,Female,0,2007,1,1,624,376,3,4,AdultMum,AdultDad,8,8
2398,Male,0,2007,1,3,687,448,1,3,AdultMum,AdultDad,8,6
2399,Male,0,2007,0,0,627,474,3,3,AdultMum,AdultDad,7,3
2400,Female,0,2007,0,0,666,333,1,6,AdultMum,AdultDad,6,7
2401,Female,0,2007,0,0,714,518,0,4,LambMum,AdultDad,4,8
2402,Male,1,2007,0,0,518,504,6,1,AdultMum,AdultDad,13,1
2403,Male,0,2007,0,0,692,493,0,6,LambMum,AdultDad,11,6
2404,Female,0,2007,0,0,684,424,1,3,AdultMum,AdultDad,6,8
2405,Female,0,2007,1,12,564,453,4,3,AdultMum,AdultDad,9,6
2406,Male,0,2007,0,0,676,431,1,3,AdultMum,AdultDad,8,10
2407,Female,0,2007,1,4,584,376,3,4,AdultMum,AdultDad,13,8
2408,Male,0,2007,0,0,587,512,3,2,AdultMum,AdultDad,7,6
2409,Male,0,2007,1,1,520,440,6,3,AdultMum,AdultDad,8,8
2410,Female,0,2007,0,0,560,466,4,3,AdultMum,AdultDad,9,8
2411,Male,1,2007,0,0,508,493,6,6,AdultMum,AdultDad,10,6
2412,Male,1,2007,1,3,581,397,3,4,AdultMum,AdultDad,8,7
2413,Female,1,2007,1,10,581,436,3,3,AdultMum,AdultDad,8,6
2414,Female,1,2007,0,0,462,401,7,4,AdultMum,AdultDad,8,8
2415,Female,1,2007,1,2,462,297,7,7,AdultMum,AdultDad,8,7
2416,Male,1,2007,0,0,578,326,5,6,AdultMum,AdultDad,10,10
2417,Male,1,2007,1,4,578,482,5,2,AdultMum,AdultDad,10,7
2418,Female,0,2007,0,0,596,448,3,3,AdultMum,AdultDad,8,6
2419,Male,0,2007,1,4,541,518,4,4,AdultMum,AdultDad,5,8
2420,Male,0,2007,1,3,511,333,6,6,AdultMum,AdultDad,12,7
2421,Male,0,2007,1,7,615,326,3,6,AdultMum,AdultDad,8,10
2422,Female,0,2007,1,12,553,305,4,7,AdultMum,AdultDad,8,7
2423,Male,0,2007,0,0,634,502,3,1,AdultMum,AdultDad,8,1
2424,Male,0,2007,1,1,486,385,7,4,AdultMum,AdultDad,8,7
2425,Female,0,2007,1,8,651,454,3,3,AdultMum,AdultDad,11,7
2426,Male,0,2007,1,7,522,456,6,3,AdultMum,AdultDad,7,7
2427,Female,1,2007,0,0,653,529,3,0,AdultMum,LambDad,9,0
2428,Female,1,2007,0,0,653,428,3,3,AdultMum,AdultDad,9,7
2429,Female,1,2007,0,0,626,385,3,4,AdultMum,AdultDad,6,7
2430,Female,0,2007,0,0,583,368,3,7,AdultMum,AdultDad,7,7
2431,Male,0,2007,0,0,576,504,4,1,AdultMum,AdultDad,8,1
2432,Female,0,2007,1,4,686,294,1,7,AdultMum,AdultDad,6,7
2433,Male,1,2007,1,4,545,496,4,1,AdultMum,AdultDad,9,5
2434,Female,1,2007,0,0,545,534,4,0,AdultMum,LambDad,9,0
2435,Female,0,2007,0,0,610,376,3,4,AdultMum,AdultDad,8,8
2436,Female,0,2007,1,8,625,373,3,4,AdultMum,AdultDad,8,7
2437,Female,0,2007,1,10,609,326,3,6,AdultMum,AdultDad,14,10
2438,Female,0,2007,1,6,642,523,3,3,AdultMum,AdultDad,8,8
2439,Female,0,2007,1,4,536,373,4,4,AdultMum,AdultDad,7,7
2440,Female,0,2007,1,8,616,385,3,4,AdultMum,AdultDad,8,7
2441,Female,0,2007,1,14,683,305,1,7,AdultMum,AdultDad,8,7
2442,Male,0,2007,1,4,546,545,4,2,AdultMum,AdultDad,8,2
2443,Male,0,2007,0,0,656,316,2,6,AdultMum,AdultDad,9,6
2444,Female,0,2007,1,8,638,326,3,6,AdultMum,AdultDad,10,10
2445,Male,0,2007,1,4,644,518,3,4,AdultMum,AdultDad,5,8
2446,Female,0,2007,1,8,618,518,3,4,AdultMum,AdultDad,6,8
2447,Female,0,2007,1,4,635,518,3,4,AdultMum,AdultDad,7,8
2448,Male,0,2007,1,4,607,297,3,7,AdultMum,AdultDad,12,7
2449,Male,1,2007,1,4,619,333,3,6,AdultMum,AdultDad,12,7
2450,Female,1,2007,1,2,619,384,3,4,AdultMum,AdultDad,12,4
2451,Male,0,2007,1,4,647,513,3,7,AdultMum,AdultDad,7,7
2452,Female,0,2007,1,4,529,373,5,4,AdultMum,AdultDad,7,7
2453,Male,1,2007,0,0,527,377,6,4,AdultMum,AdultDad,9,4
2454,Male,1,2007,0,0,527,499,6,1,AdultMum,AdultDad,9,1
2455,Female,0,2007,0,0,668,428,1,3,AdultMum,AdultDad,6,7
2456,Male,1,2007,1,4,639,420,3,4,AdultMum,AdultDad,8,4
2457,Male,1,2007,0,0,639,441,3,3,AdultMum,AdultDad,8,6
2458,Male,0,2007,1,3,419,401,9,4,AdultMum,AdultDad,10,8
2459,Male,0,2007,0,0,468,481,7,4,AdultMum,AdultDad,10,7
2460,Male,0,2007,1,1,543,540,4,3,AdultMum,AdultDad,9,8
2461,Male,0,2007,0,0,437,401,8,4,AdultMum,AdultDad,12,8
2462,Male,1,2007,0,0,515,376,6,4,AdultMum,AdultDad,9,8
2463,Female,1,2007,0,0,561,481,4,4,AdultMum,AdultDad,9,7
2464,Male,1,2007,0,0,561,333,4,6,AdultMum,AdultDad,9,7
2465,Male,0,2007,0,0,555,523,4,3,AdultMum,AdultDad,9,8
2466,Female,0,2007,1,4,637,523,3,3,AdultMum,AdultDad,8,8
2467,Female,0,2007,0,0,674,523,1,3,AdultMum,AdultDad,6,8
2468,Female,0,2007,1,3,621,578,3,0,AdultMum,LambDad,10,2
2469,Male,0,2007,1,1,599,401,3,4,AdultMum,AdultDad,8,8
2470,Female,0,2007,1,10,598,481,3,4,AdultMum,AdultDad,8,7
2471,Female,0,2007,1,4,620,333,3,6,AdultMum,AdultDad,8,7
2472,Male,0,2007,1,4,403,518,10,4,AdultMum,AdultDad,12,8
2473,Male,0,2007,1,1,613,333,3,6,AdultMum,AdultDad,15,7
2474,Male,0,2007,1,7,542,401,4,4,AdultMum,AdultDad,9,8
2475,Male,1,2007,1,7,565,385,4,4,AdultMum,AdultDad,6,7
2476,Female,0,2007,1,8,589,401,3,4,AdultMum,AdultDad,8,8
2477,Female,0,2007,1,6,557,453,4,3,AdultMum,AdultDad,9,6
2478,Female,0,2007,1,8,485,515,7,7,AdultMum,AdultDad,12,7
2479,Male,0,2007,1,6,597,439,3,3,AdultMum,AdultDad,8,6
2480,Male,0,2007,0,0,689,397,0,4,LambMum,AdultDad,5,7
2481,Male,0,2007,1,4,530,316,5,6,AdultMum,AdultDad,10,6
2482,Female,0,2007,1,4,579,503,5,1,AdultMum,AdultDad,9,1
2483,Male,1,2007,0,0,528,401,5,4,AdultMum,AdultDad,9,8
2484,Female,1,2007,0,0,528,401,5,4,AdultMum,AdultDad,9,8
2485,Female,0,2007,0,0,671,491,1,3,AdultMum,AdultDad,8,6
2486,Male,0,2007,0,0,622,401,3,4,AdultMum,AdultDad,10,8
2487,Female,0,2007,0,0,678,545,1,2,AdultMum,AdultDad,6,2
2488,Male,1,2007,0,0,384,481,10,4,AdultMum,AdultDad,12,7
2489,Male,1,2007,0,0,384,481,10,4,AdultMum,AdultDad,12,7
2490,Female,1,2007,0,0,626,385,3,4,AdultMum,AdultDad,6,7
2491,Female,0,2007,0,0,669,481,1,4,AdultMum,AdultDad,6,7
2492,Male,0,2007,0,0,685,433,1,3,AdultMum,AdultDad,6,7
2493,Male,0,2007,0,0,700,326,0,6,LambMum,AdultDad,10,10
2494,Male,0,2007,0,0,458,385,7,4,AdultMum,AdultDad,15,7
2495,Female,0,2007,0,0,623,523,3,3,AdultMum,AdultDad,8,8
2496,Female,0,2007,0,0,680,531,1,0,AdultMum,LambDad,12,3
2497,Male,0,2007,0,0,710,507,0,1,LambMum,AdultDad,0,1
2498,Female,0,2007,0,0,759,424,0,3,LambMum,AdultDad,5,8
2499,Female,1,2007,0,0,565,316,4,6,AdultMum,AdultDad,6,6
2500,Male,0,2007,0,0,531,333,5,6,AdultMum,AdultDad,10,7
2501,Male,1,2007,0,0,568,376,4,4,AdultMum,AdultDad,8,8
2502,Female,0,2007,0,0,712,316,0,6,LambMum,AdultDad,5,6
2503,Female,0,2007,0,0,566,431,4,3,AdultMum,AdultDad,8,10
2504,Female,0,2007,0,0,631,385,3,4,AdultMum,AdultDad,7,7
2505,Female,0,2007,0,0,713,493,1,6,AdultMum,AdultDad,6,6
2506,Male,0,2007,1,2,681,401,1,4,AdultMum,AdultDad,6,8
2507,Female,0,2007,0,0,404,493,10,6,AdultMum,AdultDad,11,6
2508,Female,0,2007,1,8,355,329,11,6,AdultMum,AdultDad,15,8
2509,Male,0,2007,0,0,709,449,0,3,LambMum,AdultDad,5,7
2510,Female,0,2007,0,0,611,440,3,3,AdultMum,AdultDad,11,8
2511,Male,0,2007,0,0,573,639,4,3,AdultMum,AdultDad,5,8
2512,Female,0,2006,1,9,644,401,2,3,AdultMum,AdultDad,5,8
2513,Male,0,2007,0,0,523,514,6,4,AdultMum,AdultDad,8,7
2514,Female,0,2007,0,0,614,485,3,3,AdultMum,AdultDad,8,3
2515,Male,0,2007,1,3,380,527,11,0,AdultMum,LambDad,13,0
2516,Male,0,2007,0,0,417,385,9,4,AdultMum,AdultDad,11,7
2517,Female,1,2008,0,0,600,429,4,4,AdultMum,AdultDad,7,5
2518,Male,1,2008,0,0,600,429,4,4,AdultMum,AdultDad,7,5
2519,Male,0,2008,0,0,537,514,5,5,AdultMum,AdultDad,8,7
2520,Female,0,2008,1,9,416,385,10,5,AdultMum,AdultDad,11,7
2521,Male,0,2008,1,1,580,405,4,5,AdultMum,AdultDad,7,8
2522,Female,0,2008,1,4,506,481,7,5,AdultMum,AdultDad,9,7
2523,Female,0,2008,1,8,574,401,5,5,AdultMum,AdultDad,9,8
2524,Female,0,2008,0,0,665,459,2,4,AdultMum,AdultDad,6,7
2525,Female,0,2008,1,5,591,459,4,4,AdultMum,AdultDad,8,7
2526,Female,0,2008,0,0,495,530,7,1,AdultMum,AdultDad,11,5
2527,Female,0,2008,0,0,660,385,2,5,AdultMum,AdultDad,6,7
2528,Female,0,2008,1,11,640,482,4,3,AdultMum,AdultDad,8,7
2529,Female,0,2008,1,3,686,521,2,4,AdultMum,AdultDad,6,6
2530,Male,0,2008,0,0,551,431,5,4,AdultMum,AdultDad,9,10
2531,Male,0,2008,0,0,549,385,5,5,AdultMum,AdultDad,9,7
2532,Female,0,2008,1,3,641,514,4,5,AdultMum,AdultDad,11,7
2533,Male,0,2008,1,1,572,453,5,4,AdultMum,AdultDad,7,6
2534,Male,0,2008,1,3,548,514,5,5,AdultMum,AdultDad,8,7
2535,Female,0,2008,0,0,587,579,4,3,AdultMum,AdultDad,7,5
2536,Male,0,2008,0,0,457,337,8,7,AdultMum,AdultDad,11,7
2537,Male,1,2008,0,0,515,385,7,5,AdultMum,AdultDad,9,7
2538,Female,1,2008,0,0,515,431,7,4,AdultMum,AdultDad,9,10
2539,Female,0,2008,0,0,701,326,1,7,AdultMum,AdultDad,4,10
2540,Male,0,2008,1,3,662,454,2,4,AdultMum,AdultDad,9,7
2541,Female,0,2008,1,9,417,471,10,5,AdultMum,AdultDad,11,7
2542,Female,0,2008,0,0,679,385,2,5,AdultMum,AdultDad,4,7
2543,Male,1,2008,0,0,536,376,5,5,AdultMum,AdultDad,7,8
2544,Male,1,2008,0,0,536,376,5,5,AdultMum,AdultDad,7,8
2545,Female,1,2008,0,0,539,326,5,7,AdultMum,AdultDad,6,10
2546,Male,1,2008,1,2,539,326,5,7,AdultMum,AdultDad,6,10
2547,Female,0,2008,1,6,671,333,2,7,AdultMum,AdultDad,8,7
2548,Female,0,2008,0,0,437,471,9,5,AdultMum,AdultDad,12,7
2549,Female,0,2008,1,3,666,333,2,7,AdultMum,AdultDad,6,7
2550,Female,0,2008,1,8,638,428,4,4,AdultMum,AdultDad,10,7
2551,Male,1,2008,1,2,505,521,7,4,AdultMum,AdultDad,9,6
2552,Female,1,2008,0,0,505,540,7,4,AdultMum,AdultDad,9,8
2553,Female,0,2008,1,1,577,454,7,4,AdultMum,AdultDad,9,7
2554,Female,0,2008,0,0,494,558,7,0,AdultMum,LambDad,11,0
2555,Female,0,2008,0,0,631,514,4,5,AdultMum,AdultDad,7,7
2556,Female,0,2008,1,5,713,521,2,4,AdultMum,AdultDad,6,6
2557,Male,0,2008,1,3,685,559,2,0,AdultMum,LambDad,6,1
2558,Male,0,2008,1,6,576,553,5,0,AdultMum,LambDad,8,7
2559,Female,0,2008,0,0,585,497,4,2,AdultMum,AdultDad,8,6
2560,Male,0,2008,0,0,635,542,4,5,AdultMum,AdultDad,7,7
2561,Female,1,2008,0,0,596,457,4,4,AdultMum,AdultDad,8,7
2562,Female,0,2008,0,0,634,541,4,4,AdultMum,AdultDad,8,8
2563,Female,0,2008,0,0,620,497,4,2,AdultMum,AdultDad,8,6
2564,Male,1,2008,0,0,562,448,5,4,AdultMum,AdultDad,9,6
2565,Female,1,2008,0,0,562,437,5,4,AdultMum,AdultDad,9,8
2566,Male,0,2008,0,0,623,564,4,0,AdultMum,LambDad,8,4
2567,Male,0,2008,1,1,656,405,3,5,AdultMum,AdultDad,9,8
2568,Male,1,2008,0,0,581,482,4,3,AdultMum,AdultDad,8,7
2569,Male,1,2008,0,0,581,482,4,3,AdultMum,AdultDad,8,7
2570,Female,0,2008,0,0,637,466,4,4,AdultMum,AdultDad,8,8
2571,Male,0,2008,1,6,674,373,2,5,AdultMum,AdultDad,6,7
2572,Female,0,2008,0,0,610,428,4,4,AdultMum,AdultDad,8,7
2573,Male,0,2008,1,3,547,436,5,4,AdultMum,AdultDad,8,6
2574,Female,0,2008,0,0,711,454,1,4,AdultMum,AdultDad,5,7
2575,Female,1,2008,0,0,503,514,7,5,AdultMum,AdultDad,11,7
2576,Male,1,2008,0,0,503,580,7,0,AdultMum,LambDad,11,4
2577,Female,0,2008,1,9,558,518,5,5,AdultMum,AdultDad,6,8
2578,Male,0,2008,1,2,668,539,2,2,AdultMum,AdultDad,6,3
2579,Female,1,2008,0,0,561,514,5,5,AdultMum,AdultDad,9,7
2580,Male,1,2008,0,0,561,514,5,5,AdultMum,AdultDad,9,7
2581,Male,0,2008,1,3,524,518,7,5,AdultMum,AdultDad,9,8
2582,Female,1,2008,0,0,673,440,2,4,AdultMum,AdultDad,9,8
2583,Male,1,2008,1,3,673,440,2,4,AdultMum,AdultDad,9,8
2584,Male,0,2008,0,0,468,471,8,5,AdultMum,AdultDad,10,7
2585,Female,0,2008,1,7,555,482,5,3,AdultMum,AdultDad,9,7
2586,Male,0,2008,0,0,607,429,4,4,AdultMum,AdultDad,12,5
2587,Male,0,2008,0,0,661,431,2,4,AdultMum,AdultDad,8,10
2588,Female,1,2008,1,3,642,459,4,4,AdultMum,AdultDad,8,7
2589,Male,1,2008,1,3,642,428,4,4,AdultMum,AdultDad,8,7
2590,Male,0,2008,0,0,707,459,1,4,AdultMum,AdultDad,5,7
2591,Female,0,2008,1,5,470,512,8,3,AdultMum,AdultDad,9,6
2592,Female,0,2008,0,0,560,517,5,4,AdultMum,AdultDad,9,8
2593,Female,0,2008,1,3,616,373,4,5,AdultMum,AdultDad,8,7
2594,Female,0,2008,1,5,618,514,4,5,AdultMum,AdultDad,6,7
2595,Male,0,2008,0,0,510,481,7,5,AdultMum,AdultDad,9,7
2596,Male,0,2008,1,1,696,376,1,5,AdultMum,AdultDad,8,8
2597,Male,0,2008,0,0,680,639,2,4,AdultMum,AdultDad,12,8
2598,Female,0,2008,1,7,653,585,4,2,AdultMum,AdultDad,9,6
2599,Female,0,2008,0,0,626,481,4,5,AdultMum,AdultDad,6,7
2600,Male,0,2008,0,0,712,437,1,4,AdultMum,AdultDad,5,8
2601,Female,0,2008,1,3,595,639,4,4,AdultMum,AdultDad,8,8
2602,Male,0,2008,1,1,564,639,5,4,AdultMum,AdultDad,9,8
2603,Male,0,2008,0,0,672,516,2,2,AdultMum,AdultDad,10,3
2604,Male,0,2008,0,0,543,547,5,4,AdultMum,AdultDad,9,5
2605,Female,1,2008,0,0,628,459,4,4,AdultMum,AdultDad,11,7
2606,Female,0,2008,0,0,578,436,6,4,AdultMum,AdultDad,10,6
2607,Female,0,2008,1,9,599,518,4,5,AdultMum,AdultDad,8,8
2608,Female,0,2008,1,7,542,429,5,4,AdultMum,AdultDad,9,5
2609,Female,0,2008,1,9,507,530,7,1,AdultMum,AdultDad,10,5
2610,Female,0,2008,0,0,648,491,4,4,AdultMum,AdultDad,8,6
2611,Male,0,2008,0,0,647,431,4,4,AdultMum,AdultDad,7,10
2612,Female,0,2008,0,0,687,333,2,7,AdultMum,AdultDad,8,7
2613,Male,0,2008,1,3,682,591,2,2,AdultMum,AdultDad,8,5
2614,Male,1,2008,1,7,675,547,2,4,AdultMum,AdultDad,6,5
2615,Female,1,2008,1,9,675,333,2,7,AdultMum,AdultDad,6,7
2616,Female,0,2008,1,6,567,588,5,1,AdultMum,AdultDad,9,1
2617,Male,0,2008,0,0,678,481,2,5,AdultMum,AdultDad,6,7
2618,Male,1,2008,1,3,615,427,4,4,AdultMum,AdultDad,8,7
2619,Female,1,2008,0,0,615,427,4,4,AdultMum,AdultDad,8,7
2620,Female,0,2008,1,11,627,431,4,4,AdultMum,AdultDad,7,10
2621,Male,0,2008,1,1,568,514,5,5,AdultMum,AdultDad,8,7
2622,Female,0,2008,1,11,633,405,4,5,AdultMum,AdultDad,6,8
2623,Female,1,2008,0,0,528,401,6,5,AdultMum,AdultDad,9,8
2624,Female,1,2008,0,0,528,401,6,5,AdultMum,AdultDad,9,8
2625,Female,0,2008,1,7,677,514,2,5,AdultMum,AdultDad,8,7
2626,Male,0,2008,1,3,689,596,1,6,AdultMum,AdultDad,5,7
2627,Female,1,2008,0,0,527,385,7,5,AdultMum,AdultDad,9,7
2628,Female,1,2008,0,0,527,333,7,7,AdultMum,AdultDad,9,7
2629,Male,0,2008,0,0,431,385,10,5,AdultMum,AdultDad,11,7
2630,Male,0,2008,0,0,690,440,1,4,AdultMum,AdultDad,5,8
2631,Male,0,2008,1,1,644,540,4,4,AdultMum,AdultDad,5,8
2632,Male,0,2008,0,0,705,512,1,3,AdultMum,AdultDad,9,6
2633,Female,0,2008,0,0,569,326,5,7,AdultMum,AdultDad,9,10
2634,Male,1,2008,1,11,589,452,4,4,AdultMum,AdultDad,8,6
2635,Female,0,2008,1,9,625,582,4,1,AdultMum,AdultDad,8,5
2636,Male,0,2008,0,0,658,385,3,5,AdultMum,AdultDad,6,7
2637,Male,1,2008,1,1,628,459,4,4,AdultMum,AdultDad,11,7
2638,Male,1,2008,0,0,598,457,4,4,AdultMum,AdultDad,8,7
2639,Female,1,2008,1,9,598,655,4,0,AdultMum,LambDad,8,4
2640,Male,0,2008,0,0,529,436,6,4,AdultMum,AdultDad,7,6
2641,Male,0,2008,0,0,669,401,2,5,AdultMum,AdultDad,6,8
2642,Female,0,2008,1,11,518,385,7,5,AdultMum,AdultDad,13,7
2643,Male,0,2008,1,1,692,385,1,5,AdultMum,AdultDad,11,7
2644,Female,0,2008,1,11,609,526,4,1,AdultMum,AdultDad,14,3
2645,Male,1,2008,1,1,520,588,7,1,AdultMum,AdultDad,8,1
2646,Female,1,2008,1,3,520,539,7,2,AdultMum,AdultDad,8,3
2647,Female,0,2008,1,3,611,333,4,7,AdultMum,AdultDad,11,7
2648,Male,0,2008,1,5,759,424,1,4,AdultMum,AdultDad,5,8
2649,Female,0,2008,1,2,613,385,4,5,AdultMum,AdultDad,15,7
2650,Male,0,2008,0,0,703,431,1,4,AdultMum,AdultDad,4,10
2651,Female,0,2008,1,5,546,584,5,2,AdultMum,AdultDad,8,6
2652,Female,0,2008,0,0,649,569,4,0,AdultMum,LambDad,6,0
2653,Male,0,2008,0,0,709,519,1,2,AdultMum,AdultDad,5,4
2654,Female,0,2008,1,7,614,540,4,4,AdultMum,AdultDad,8,8
2655,Male,0,2008,0,0,579,326,6,7,AdultMum,AdultDad,9,10
2656,Male,0,2008,1,3,659,491,3,4,AdultMum,AdultDad,7,6
2657,Female,0,2008,0,0,597,440,4,4,AdultMum,AdultDad,8,8
2658,Male,0,2008,0,0,763,542,1,5,AdultMum,AdultDad,9,7
2659,Male,0,2008,1,1,559,584,5,2,AdultMum,AdultDad,10,6
2660,Female,0,2008,1,7,621,376,4,5,AdultMum,AdultDad,10,8
2661,Female,0,2008,1,2,571,454,5,4,AdultMum,AdultDad,7,7
2662,Female,0,2008,1,3,683,555,2,0,AdultMum,LambDad,8,0
2663,Male,0,2008,1,1,403,385,11,5,AdultMum,AdultDad,12,7
2664,Female,0,2008,1,11,491,448,7,4,AdultMum,AdultDad,9,6
2665,Male,1,2008,0,0,478,500,8,2,AdultMum,AdultDad,10,6
2666,Female,1,2008,0,0,478,500,8,2,AdultMum,AdultDad,10,6
2667,Female,0,2008,0,0,733,373,0,5,LambMum,AdultDad,0,7
2668,Male,0,2008,0,0,730,448,0,4,LambMum,AdultDad,12,6
2669,Female,0,2008,0,0,737,577,0,0,LambMum,LambDad,4,1
2670,Female,0,2008,0,0,741,587,0,1,LambMum,AdultDad,4,3
2671,Male,0,2008,0,0,727,554,0,0,LambMum,LambDad,0,6
2672,Male,0,2008,0,0,726,460,0,4,LambMum,AdultDad,2,6
2673,Male,0,2008,0,0,699,530,1,1,AdultMum,AdultDad,9,5
2674,Male,0,2008,0,0,736,542,0,5,LambMum,AdultDad,8,7
2675,Male,0,2008,0,0,751,482,0,3,LambMum,AdultDad,4,7
2676,Female,0,2008,0,0,721,431,0,4,LambMum,AdultDad,7,10
2677,Female,0,2008,0,0,706,333,1,7,AdultMum,AdultDad,5,7
2678,Male,0,2008,0,0,384,517,11,4,AdultMum,AdultDad,12,8
2679,Female,1,2008,0,0,651,452,4,4,AdultMum,AdultDad,11,6
2680,Female,0,2008,0,0,723,516,0,2,LambMum,AdultDad,4,3
2681,Female,0,2008,0,0,735,436,0,4,LambMum,AdultDad,12,6
2682,Male,0,2008,0,0,714,564,1,0,AdultMum,LambDad,4,4
2683,Female,0,2008,0,0,758,576,0,0,LambMum,LambDad,4,0
2684,Male,0,2008,0,0,702,579,1,3,AdultMum,AdultDad,5,5
2685,Female,0,2008,0,0,728,514,0,5,LambMum,AdultDad,8,7
2686,Female,0,2008,0,0,704,429,1,4,AdultMum,AdultDad,7,5
2687,Male,0,2008,0,0,695,450,1,4,AdultMum,AdultDad,7,5
2688,Female,0,2008,0,0,753,585,0,2,LambMum,AdultDad,4,6
2689,Female,0,2008,0,0,755,448,0,4,LambMum,AdultDad,8,6
2690,Male,0,2008,0,0,722,376,0,5,LambMum,AdultDad,7,8
2691,Female,0,2008,0,0,756,519,0,2,LambMum,AdultDad,6,4
2692,Female,0,2008,0,0,729,595,0,2,LambMum,AdultDad,1,2
2693,Male,0,2008,0,0,724,556,0,0,LambMum,LambDad,6,8
2694,Female,0,2008,0,0,745,440,0,4,LambMum,AdultDad,8,8
2695,Male,0,2008,0,0,742,587,0,1,LambMum,AdultDad,8,3
2696,Female,0,2008,0,0,738,426,0,4,LambMum,AdultDad,8,7
2697,Female,0,2008,0,0,761,538,0,1,LambMum,AdultDad,8,4
2698,Male,1,2008,0,0,589,452,4,4,AdultMum,AdultDad,8,6
2699,Female,0,2008,0,0,760,449,0,4,LambMum,AdultDad,8,7
2700,Female,0,2008,0,0,684,373,2,5,AdultMum,AdultDad,6,7
2701,Female,0,2008,1,5,657,506,3,2,AdultMum,AdultDad,7,5
2702,Female,0,2008,0,0,606,424,4,4,AdultMum,AdultDad,8,8
2703,Female,0,2008,0,0,530,563,6,0,AdultMum,LambDad,10,2
2704,Male,1,2008,0,0,651,373,4,5,AdultMum,AdultDad,11,7
2705,Female,1,2008,1,9,619,401,4,5,AdultMum,AdultDad,12,8
2706,Female,1,2008,0,0,619,556,4,0,AdultMum,LambDad,12,8
2707,Male,0,2008,1,6,698,429,1,4,AdultMum,AdultDad,9,5
2708,Female,0,2008,1,7,508,401,7,5,AdultMum,AdultDad,10,8
2709,Male,0,2008,1,2,487,333,8,7,AdultMum,AdultDad,10,7
2710,Male,0,2008,1,3,622,401,4,5,AdultMum,AdultDad,10,8
2711,Male,0,2008,0,0,717,424,0,4,LambMum,AdultDad,4,8
2712,Male,0,2008,1,7,655,385,3,5,AdultMum,AdultDad,9,7
2713,Female,0,2008,1,5,514,326,7,7,AdultMum,AdultDad,11,10
2714,Female,0,2008,1,9,545,424,5,4,AdultMum,AdultDad,9,8
2715,Male,0,2008,0,0,693,424,1,4,AdultMum,AdultDad,10,8
2716,Male,0,2008,0,0,670,457,2,4,AdultMum,AdultDad,6,7
2717,Female,0,2008,0,0,583,376,4,5,AdultMum,AdultDad,7,8
2718,Female,0,2008,0,0,720,577,0,0,LambMum,LambDad,1,1
2719,Female,0,2008,0,0,691,449,1,4,AdultMum,AdultDad,3,7
2720,Male,0,2008,1,7,588,426,4,4,AdultMum,AdultDad,8,7
2721,Male,0,2008,0,0,498,542,7,5,AdultMum,AdultDad,8,7
2722,Female,0,2009,0,0,560,517,6,5,AdultMum,AdultDad,9,8
2723,Male,0,2009,0,0,660,521,3,5,AdultMum,AdultDad,6,6
2724,Male,0,2009,1,2,549,376,6,6,AdultMum,AdultDad,9,8
2725,Female,0,2009,1,6,574,385,6,6,AdultMum,AdultDad,9,7
2726,Female,0,2009,1,8,640,326,5,8,AdultMum,AdultDad,8,10
2727,Male,0,2009,1,4,641,463,5,5,AdultMum,AdultDad,11,6
2728,Male,0,2009,1,1,506,482,8,4,AdultMum,AdultDad,9,7
2729,Male,0,2009,1,6,537,385,6,6,AdultMum,AdultDad,8,7
2730,Female,0,2009,0,0,580,441,5,5,AdultMum,AdultDad,7,6
2731,Male,0,2009,0,0,495,454,8,5,AdultMum,AdultDad,11,7
2732,Female,0,2009,1,10,662,424,3,5,AdultMum,AdultDad,9,8
2733,Female,0,2009,1,2,741,459,1,5,AdultMum,AdultDad,4,7
2734,Male,0,2009,0,0,746,586,1,1,AdultMum,AdultDad,10,3
2735,Female,0,2009,1,8,591,620,5,1,AdultMum,AdultDad,8,4
2736,Male,0,2009,0,0,576,514,6,6,AdultMum,AdultDad,8,7
2737,Female,0,2009,0,0,717,491,1,5,AdultMum,AdultDad,4,6
2738,Female,0,2009,0,0,568,482,6,4,AdultMum,AdultDad,8,7
2739,Female,1,2009,0,0,600,385,5,6,AdultMum,AdultDad,7,7
2740,Female,1,2009,0,0,600,385,5,6,AdultMum,AdultDad,7,7
2741,Female,0,2009,1,2,707,482,2,4,AdultMum,AdultDad,5,7
2742,Male,0,2009,1,2,615,554,5,1,AdultMum,AdultDad,8,6
2743,Male,0,2009,0,0,703,431,2,5,AdultMum,AdultDad,4,10
2744,Female,0,2009,0,0,721,521,1,5,AdultMum,AdultDad,7,6
2745,Male,0,2009,0,0,579,401,7,6,AdultMum,AdultDad,9,8
2746,Female,0,2009,1,8,595,514,5,6,AdultMum,AdultDad,8,7
