ID,Sex,Twin,BirthYear,Year,Age,OffspringBorn,Lifespan,MotherID,FatherID,MumAge,DadAge,MumAgeClass,DadAgeClass,MumLifespan,DadLifespan
286,Female,0,1996,2003,7,1,12,168,112,3,2,AdultMum,AdultDad,12,4
286,Female,0,1996,2004,8,1,12,168,112,3,2,AdultMum,AdultDad,12,4
286,Female,0,1996,2005,9,1,12,168,112,3,2,AdultMum,AdultDad,12,4
286,Female,0,1996,2006,10,1,12,168,112,3,2,AdultMum,AdultDad,12,4
286,Female,0,1996,2007,11,1,12,168,112,3,2,AdultMum,AdultDad,12,4
286,Female,0,1996,2008,12,0,12,168,112,3,2,AdultMum,AdultDad,12,4
287,Female,0,1996,1996,0,0,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,1997,1,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,1998,2,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,1999,3,2,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2000,4,2,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2001,5,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2002,6,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2003,7,2,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2004,8,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2005,9,0,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2006,10,1,11,128,127,5,0,AdultMum,LambDad,11,1
287,Female,0,1996,2007,11,0,11,128,127,5,0,AdultMum,LambDad,11,1
288,Male,1,1996,1996,0,0,2,64,113,8,2,AdultMum,AdultDad,10,5
288,Male,1,1996,1997,1,0,2,64,113,8,2,AdultMum,AdultDad,10,5
288,Male,1,1996,1998,2,1,2,64,113,8,2,AdultMum,AdultDad,10,5
289,Female,0,1996,1996,0,0,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,1997,1,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,1998,2,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,1999,3,0,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2000,4,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2001,5,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2002,6,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2003,7,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2004,8,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2005,9,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2006,10,1,11,137,110,4,3,AdultMum,AdultDad,7,6
289,Female,0,1996,2007,11,0,11,137,110,4,3,AdultMum,AdultDad,7,6
290,Female,0,1996,1996,0,0,2,147,93,3,3,AdultMum,AdultDad,9,6
290,Female,0,1996,1997,1,1,2,147,93,3,3,AdultMum,AdultDad,9,6
290,Female,0,1996,1998,2,0,2,147,93,3,3,AdultMum,AdultDad,9,6
291,Female,0,1996,1996,0,0,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,1997,1,0,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,1998,2,1,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,1999,3,1,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,2000,4,1,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,2001,5,1,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,2002,6,0,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,2003,7,2,8,140,100,4,3,AdultMum,AdultDad,6,6
291,Female,0,1996,2004,8,0,8,140,100,4,3,AdultMum,AdultDad,6,6
292,Male,0,1996,1996,0,0,5,63,61,8,5,AdultMum,AdultDad,10,6
292,Male,0,1996,1997,1,0,5,63,61,8,5,AdultMum,AdultDad,10,6
292,Male,0,1996,1998,2,0,5,63,61,8,5,AdultMum,AdultDad,10,6
292,Male,0,1996,1999,3,2,5,63,61,8,5,AdultMum,AdultDad,10,6
292,Male,0,1996,2000,4,3,5,63,61,8,5,AdultMum,AdultDad,10,6
292,Male,0,1996,2001,5,7,5,63,61,8,5,AdultMum,AdultDad,10,6
293,Male,0,1996,1996,0,NA,2,92,115,6,2,AdultMum,AdultDad,9,3
293,Male,0,1996,1997,1,0,2,92,115,6,2,AdultMum,AdultDad,9,3
293,Male,0,1996,1998,2,0,2,92,115,6,2,AdultMum,AdultDad,9,3
294,Male,0,1996,1996,0,NA,2,187,121,2,2,AdultMum,AdultDad,5,5
294,Male,0,1996,1997,1,0,2,187,121,2,2,AdultMum,AdultDad,5,5
294,Male,0,1996,1998,2,0,2,187,121,2,2,AdultMum,AdultDad,5,5
295,Female,0,1996,1996,0,0,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,1997,1,0,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,1998,2,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,1999,3,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,2000,4,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,2001,5,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,2002,6,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,2003,7,1,8,157,116,3,2,AdultMum,AdultDad,6,5
295,Female,0,1996,2004,8,2,8,157,116,3,2,AdultMum,AdultDad,6,5
296,Male,1,1996,1996,0,NA,2,70,109,8,3,AdultMum,AdultDad,10,9
296,Male,1,1996,1997,1,0,2,70,109,8,3,AdultMum,AdultDad,10,9
296,Male,1,1996,1998,2,0,2,70,109,8,3,AdultMum,AdultDad,10,9
297,Male,0,1997,1997,0,0,1,102,74,6,6,AdultMum,AdultDad,12,6
297,Male,0,1997,1998,1,0,1,102,74,6,6,AdultMum,AdultDad,12,6
298,Male,0,1997,1997,0,0,1,171,145,3,1,AdultMum,AdultDad,5,3
298,Male,0,1997,1998,1,0,1,171,145,3,1,AdultMum,AdultDad,5,3
299,Female,0,1997,1997,0,0,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,1998,1,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,1999,2,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2000,3,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2001,4,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2002,5,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2003,6,1,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2004,7,3,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2005,8,2,9,133,90,5,5,AdultMum,AdultDad,7,7
299,Female,0,1997,2006,9,0,9,133,90,5,5,AdultMum,AdultDad,7,7
300,Male,0,1997,1997,0,0,1,219,108,1,4,AdultMum,AdultDad,9,6
300,Male,0,1997,1998,1,0,1,219,108,1,4,AdultMum,AdultDad,9,6
301,Male,0,1997,1997,0,0,1,86,104,7,4,AdultMum,AdultDad,9,6
301,Male,0,1997,1998,1,NA,1,86,104,7,4,AdultMum,AdultDad,9,6
302,Female,0,1997,1997,0,0,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,1998,1,0,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,1999,2,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2000,3,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2001,4,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2002,5,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2003,6,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2004,7,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2005,8,1,9,78,100,8,4,AdultMum,AdultDad,13,6
302,Female,0,1997,2006,9,0,9,78,100,8,4,AdultMum,AdultDad,13,6
303,Male,0,1997,1997,0,0,1,155,111,4,4,AdultMum,AdultDad,12,4
303,Male,0,1997,1998,1,0,1,155,111,4,4,AdultMum,AdultDad,12,4
304,Male,0,1997,1997,0,0,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,1998,1,0,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,1999,2,2,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,2000,3,4,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,2001,4,0,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,2002,5,0,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,2003,6,NA,7,104,41,6,7,AdultMum,AdultDad,8,8
304,Male,0,1997,2004,7,1,7,104,41,6,7,AdultMum,AdultDad,8,8
305,Female,0,1997,1997,0,0,1,204,83,2,6,AdultMum,AdultDad,7,7
305,Female,0,1997,1998,1,0,1,204,83,2,6,AdultMum,AdultDad,7,7
306,Female,0,1997,1997,0,0,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,1998,1,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,1999,2,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2000,3,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2001,4,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2002,5,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2003,6,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2004,7,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2005,8,0,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2006,9,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2007,10,1,11,218,110,1,4,AdultMum,AdultDad,9,6
306,Female,0,1997,2008,11,0,11,218,110,1,4,AdultMum,AdultDad,9,6
307,Female,0,1997,1997,0,1,1,87,106,7,4,AdultMum,AdultDad,9,6
307,Female,0,1997,1998,1,0,1,87,106,7,4,AdultMum,AdultDad,9,6
308,Female,0,1997,1997,0,0,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,1998,1,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,1999,2,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2000,3,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2001,4,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2002,5,2,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2003,6,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2004,7,1,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2005,8,2,9,148,69,4,6,AdultMum,AdultDad,6,6
308,Female,0,1997,2006,9,2,9,148,69,4,6,AdultMum,AdultDad,6,6
309,Female,0,1997,1997,0,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,1998,1,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,1999,2,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2000,3,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2001,4,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2002,5,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2003,6,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2004,7,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2005,8,1,9,177,112,3,3,AdultMum,AdultDad,8,4
309,Female,0,1997,2006,9,0,9,177,112,3,3,AdultMum,AdultDad,8,4
310,Male,0,1997,1997,0,0,1,168,93,4,4,AdultMum,AdultDad,12,6
310,Male,0,1997,1998,1,NA,1,168,93,4,4,AdultMum,AdultDad,12,6
311,Male,0,1997,1997,0,0,1,182,93,3,4,AdultMum,AdultDad,7,6
311,Male,0,1997,1998,1,0,1,182,93,3,4,AdultMum,AdultDad,7,6
312,Female,0,1997,1997,0,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,1998,1,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,1999,2,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2000,3,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2001,4,2,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2002,5,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2003,6,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2004,7,1,8,144,107,5,4,AdultMum,AdultDad,10,6
312,Female,0,1997,2005,8,0,8,144,107,5,4,AdultMum,AdultDad,10,6
313,Female,1,1997,1997,0,0,1,97,136,7,1,AdultMum,AdultDad,9,3
313,Female,1,1997,1998,1,0,1,97,136,7,1,AdultMum,AdultDad,9,3
314,Male,0,1997,1997,0,0,1,194,151,3,0,AdultMum,LambDad,8,0
314,Male,0,1997,1998,1,0,1,194,151,3,0,AdultMum,LambDad,8,0
315,Female,0,1997,1997,0,1,1,125,95,6,4,AdultMum,AdultDad,11,9
315,Female,0,1997,1998,1,0,1,125,95,6,4,AdultMum,AdultDad,11,9
316,Female,0,1997,1997,0,0,1,202,103,2,4,AdultMum,AdultDad,10,4
316,Female,0,1997,1998,1,0,1,202,103,2,4,AdultMum,AdultDad,10,4
317,Female,0,1997,1997,0,0,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,1998,1,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,1999,2,0,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2000,3,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2001,4,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2002,5,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2003,6,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2004,7,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2005,8,1,9,127,108,6,4,AdultMum,AdultDad,14,6
317,Female,0,1997,2006,9,0,9,127,108,6,4,AdultMum,AdultDad,14,6
318,Female,1,1997,1997,0,0,1,189,61,3,6,AdultMum,AdultDad,11,6
318,Female,1,1997,1998,1,0,1,189,61,3,6,AdultMum,AdultDad,11,6
319,Male,0,1997,1997,0,0,1,172,163,3,3,AdultMum,AdultDad,6,5
319,Male,0,1997,1998,1,0,1,172,163,3,3,AdultMum,AdultDad,6,5
320,Female,0,1997,1997,0,0,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,1998,1,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,1999,2,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2000,3,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2001,4,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2002,5,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2003,6,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2004,7,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2005,8,1,9,108,90,6,5,AdultMum,AdultDad,8,7
320,Female,0,1997,2006,9,0,9,108,90,6,5,AdultMum,AdultDad,8,7
321,Female,0,1997,1997,0,0,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,1998,1,1,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,1999,2,1,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2000,3,1,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2001,4,2,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2002,5,2,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2003,6,1,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2004,7,2,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2005,8,2,9,126,98,6,4,AdultMum,AdultDad,8,6
321,Female,0,1997,2006,9,0,9,126,98,6,4,AdultMum,AdultDad,8,6
322,Male,0,1997,1997,0,0,1,167,109,4,4,AdultMum,AdultDad,9,9
322,Male,0,1997,1998,1,0,1,167,109,4,4,AdultMum,AdultDad,9,9
323,Female,0,1997,1997,0,1,1,200,141,2,1,AdultMum,AdultDad,4,6
323,Female,0,1997,1998,1,0,1,200,141,2,1,AdultMum,AdultDad,4,6
324,Male,1,1997,1997,0,0,2,162,112,4,3,AdultMum,AdultDad,7,4
324,Male,1,1997,1998,1,NA,2,162,112,4,3,AdultMum,AdultDad,7,4
324,Male,1,1997,1999,2,0,2,162,112,4,3,AdultMum,AdultDad,7,4
325,Male,0,1997,1997,0,NA,1,64,142,9,1,AdultMum,AdultDad,10,3
325,Male,0,1997,1998,1,0,1,64,142,9,1,AdultMum,AdultDad,10,3
326,Male,0,1997,1997,0,0,1,132,95,5,4,AdultMum,AdultDad,7,9
326,Male,0,1997,1998,1,0,1,132,95,5,4,AdultMum,AdultDad,7,9
327,Female,0,1997,1997,0,0,1,186,80,3,6,AdultMum,AdultDad,8,6
327,Female,0,1997,1998,1,0,1,186,80,3,6,AdultMum,AdultDad,8,6
328,Female,0,1998,1998,0,0,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,1999,1,1,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,2000,2,1,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,2001,3,1,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,2002,4,1,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,2003,5,1,6,95,100,8,5,AdultMum,AdultDad,9,6
328,Female,0,1998,2004,6,0,6,95,100,8,5,AdultMum,AdultDad,9,6
329,Female,0,1998,1998,0,0,1,218,122,2,4,AdultMum,AdultDad,9,8
329,Female,0,1998,1999,1,NA,1,218,122,2,4,AdultMum,AdultDad,9,8
330,Male,0,1998,1998,0,0,1,199,83,3,7,AdultMum,AdultDad,12,7
330,Male,0,1998,1999,1,NA,1,199,83,3,7,AdultMum,AdultDad,12,7
331,Female,0,1998,1998,0,0,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,1999,1,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2000,2,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2001,3,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2002,4,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2003,5,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2004,6,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2005,7,1,8,183,108,4,5,AdultMum,AdultDad,11,6
331,Female,0,1998,2006,8,0,8,183,108,4,5,AdultMum,AdultDad,11,6
332,Female,0,1998,1998,0,0,3,164,85,5,6,AdultMum,AdultDad,6,7
332,Female,0,1998,1999,1,1,3,164,85,5,6,AdultMum,AdultDad,6,7
332,Female,0,1998,2000,2,1,3,164,85,5,6,AdultMum,AdultDad,6,7
332,Female,0,1998,2001,3,0,3,164,85,5,6,AdultMum,AdultDad,6,7
333,Female,0,1998,1998,0,0,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,1999,1,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2000,2,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2001,3,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2002,4,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2003,5,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2004,6,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2005,7,1,8,237,153,2,1,AdultMum,AdultDad,9,5
333,Female,0,1998,2006,8,0,8,237,153,2,1,AdultMum,AdultDad,9,5
334,Female,0,1997,1997,0,0,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,1998,1,1,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,1999,2,1,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2000,3,2,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2001,4,2,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2002,5,2,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2003,6,2,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2004,7,2,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2005,8,1,9,151,97,4,4,AdultMum,AdultDad,12,5
334,Female,0,1997,2006,9,0,9,151,97,4,4,AdultMum,AdultDad,12,5
335,Female,0,1997,1997,0,0,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,1998,1,1,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,1999,2,1,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,2000,3,1,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,2001,4,1,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,2002,5,2,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,2003,6,1,7,157,116,4,3,AdultMum,AdultDad,6,5
335,Female,0,1997,2004,7,0,7,157,116,4,3,AdultMum,AdultDad,6,5
336,Female,0,1998,1998,0,1,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,1999,1,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2000,2,1,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2001,3,1,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2002,4,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2003,5,1,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2004,6,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2005,7,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2006,8,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2007,9,0,10,197,157,4,1,AdultMum,AdultDad,5,3
336,Female,0,1998,2008,10,0,10,197,157,4,1,AdultMum,AdultDad,5,3
337,Male,0,1998,1998,0,NA,3,159,121,5,4,AdultMum,AdultDad,9,5
337,Male,0,1998,1999,1,0,3,159,121,5,4,AdultMum,AdultDad,9,5
337,Male,0,1998,2000,2,2,3,159,121,5,4,AdultMum,AdultDad,9,5
337,Male,0,1998,2001,3,1,3,159,121,5,4,AdultMum,AdultDad,9,5
338,Female,0,1999,1999,0,1,2,177,138,5,3,AdultMum,AdultDad,8,3
338,Female,0,1999,2000,1,1,2,177,138,5,3,AdultMum,AdultDad,8,3
338,Female,0,1999,2001,2,0,2,177,138,5,3,AdultMum,AdultDad,8,3
339,Female,0,1999,1999,0,1,2,138,109,7,6,AdultMum,AdultDad,9,9
339,Female,0,1999,2000,1,1,2,138,109,7,6,AdultMum,AdultDad,9,9
339,Female,0,1999,2001,2,0,2,138,109,7,6,AdultMum,AdultDad,9,9
340,Male,0,1999,1999,0,2,5,210,125,3,4,AdultMum,AdultDad,12,4
340,Male,0,1999,2000,1,1,5,210,125,3,4,AdultMum,AdultDad,12,4
340,Male,0,1999,2001,2,1,5,210,125,3,4,AdultMum,AdultDad,12,4
340,Male,0,1999,2002,3,5,5,210,125,3,4,AdultMum,AdultDad,12,4
340,Male,0,1999,2003,4,5,5,210,125,3,4,AdultMum,AdultDad,12,4
340,Male,0,1999,2004,5,2,5,210,125,3,4,AdultMum,AdultDad,12,4
341,Male,0,1999,1999,0,1,2,182,132,5,3,AdultMum,AdultDad,7,9
341,Male,0,1999,2000,1,1,2,182,132,5,3,AdultMum,AdultDad,7,9
341,Male,0,1999,2001,2,0,2,182,132,5,3,AdultMum,AdultDad,7,9
342,Female,0,1999,1999,0,0,5,237,165,3,1,AdultMum,AdultDad,9,1
342,Female,0,1999,2000,1,1,5,237,165,3,1,AdultMum,AdultDad,9,1
342,Female,0,1999,2001,2,1,5,237,165,3,1,AdultMum,AdultDad,9,1
342,Female,0,1999,2002,3,1,5,237,165,3,1,AdultMum,AdultDad,9,1
342,Female,0,1999,2003,4,1,5,237,165,3,1,AdultMum,AdultDad,9,1
342,Female,0,1999,2004,5,0,5,237,165,3,1,AdultMum,AdultDad,9,1
343,Male,0,1999,1999,0,0,1,236,117,3,5,AdultMum,AdultDad,11,5
343,Male,0,1999,2000,1,1,1,236,117,3,5,AdultMum,AdultDad,11,5
344,Female,0,1999,1999,0,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2000,1,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2001,2,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2002,3,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2003,4,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2004,5,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2005,6,1,7,259,125,2,4,AdultMum,AdultDad,11,4
344,Female,0,1999,2006,7,0,7,259,125,2,4,AdultMum,AdultDad,11,4
345,Male,0,1999,1999,0,0,2,198,98,4,6,AdultMum,AdultDad,9,6
345,Male,0,1999,2000,1,0,2,198,98,4,6,AdultMum,AdultDad,9,6
345,Male,0,1999,2001,2,0,2,198,98,4,6,AdultMum,AdultDad,9,6
346,Male,1,1999,1999,0,0,2,240,133,3,3,AdultMum,AdultDad,6,6
346,Male,1,1999,2000,1,0,2,240,133,3,3,AdultMum,AdultDad,6,6
346,Male,1,1999,2001,2,1,2,240,133,3,3,AdultMum,AdultDad,6,6
347,Female,0,1999,1999,0,1,5,232,121,3,5,AdultMum,AdultDad,6,5
347,Female,0,1999,2000,1,1,5,232,121,3,5,AdultMum,AdultDad,6,5
347,Female,0,1999,2001,2,0,5,232,121,3,5,AdultMum,AdultDad,6,5
347,Female,0,1999,2002,3,1,5,232,121,3,5,AdultMum,AdultDad,6,5
347,Female,0,1999,2003,4,1,5,232,121,3,5,AdultMum,AdultDad,6,5
347,Female,0,1999,2004,5,0,5,232,121,3,5,AdultMum,AdultDad,6,5
348,Female,0,1999,1999,0,0,2,201,123,4,5,AdultMum,AdultDad,9,5
348,Female,0,1999,2000,1,0,2,201,123,4,5,AdultMum,AdultDad,9,5
348,Female,0,1999,2001,2,0,2,201,123,4,5,AdultMum,AdultDad,9,5
